0	0	128
0,000125	3,05E-05	128
0,00025	-6,10E-05	127
0,000375	-0,007781982	127
0,0005	-0,007781982	127
0,000625	-0,007904053	126
0,00075	-0,00769043	127
0,000875	-0,00793457	126
0,001	6,10E-05	128
0,001125	-0,007781982	127
0,00125	-9,16E-05	127
0,001375	0,00793457	129
0,0015	0,007659912	128
0,001625	0,007965088	129
0,00175	-0,00012207	127
0,001875	0,07824707	138
0,002	-0,039154053	122
0,002125	0,070343018	137
0,00225	-0,0390625	123
0,002375	-0,140625	110
0,0025	-0,070281982	119
0,002625	0,054656982	134
0,00275	-0,046875	122
0,002875	-0,2578125	95
0,003	0,171875	150
0,003125	-0,140594482	110
0,00325	-0,093811035	115
0,003375	-0,382751465	79
0,0035	-0,1640625	107
0,003625	0,414001465	180
0,00375	0,11730957	143
0,003875	0,031066895	131
0,004	0,047027588	134
0,004125	0,414001465	180
0,00425	0,03125	132
0,004375	0,429748535	183
0,0045	0,07800293	137
0,004625	-0,062408447	120
0,00475	0,601501465	204
0,004875	0,164123535	149
0,005	-0,179748535	104
0,005125	-0,671813965	42
0,00525	-0,320404053	86
0,005375	0,328216553	170
0,0055	0,546783447	197
0,005625	0,242279053	159
0,00575	0,046813965	133
0,005875	-0,007781982	127
0,006	-0,109405518	113
0,006125	0,015625	130
0,00625	-0,109375	114
0,006375	-0,343719482	84
0,0065	-0,453155518	69
0,006625	-0,382781982	79
0,00675	-0,398498535	76
0,006875	-0,476501465	67
0,007	-0,507873535	62
0,007125	-0,312408447	88
0,00725	-0,312591553	87
0,007375	-0,367126465	81
0,0075	-0,234375	98
0,007625	-0,156280518	107
0,00775	-0,015625	126
0,007875	-0,054656982	121
0,008	-0,1015625	115
0,008125	-0,0546875	121
0,00825	0,1328125	145
0,008375	0,2265625	157
0,0085	0,281219482	163
0,008625	0,351623535	173
0,00875	0,296813965	165
0,008875	0,453125	186
0,009	0,570404053	201
0,009125	0,64050293	209
0,00925	0,648529053	211
0,009375	0,765563965	225
0,0095	0,820343018	233
0,009625	0,7109375	219
0,00975	0,609405518	206
0,009875	0,476501465	188
0,01	0,523498535	195
0,010125	0,515533447	193
0,01025	0,359527588	174
0,010375	0,234191895	157
0,0105	0,133026123	145
0,010625	0,116973877	142
0,01075	0,06262207	136
0,010875	-0,054718018	120
0,011	-0,140655518	109
0,011125	-0,195251465	103
0,01125	-0,226623535	98
0,011375	-0,406219482	76
0,0115	-0,484375	66
0,011625	-0,507843018	62
0,01175	-0,562438965	56
0,011875	-0,711029053	36
0,012	-0,81237793	24
0,012125	-0,81262207	23
0,01225	-0,874938965	16
0,012375	-0,859375	18
0,0125	-0,875030518	15
0,012625	-0,882720947	15
0,01275	-0,82043457	22
0,012875	-0,749908447	32
0,013	-0,65637207	43
0,013125	-0,538909912	59
0,01325	-0,44543457	70
0,013375	-0,34362793	84
0,0135	-0,21105957	100
0,013625	-0,124938965	112
0,01375	-0,039093018	122
0,013875	0,132843018	145
0,014	0,203125	154
0,014125	0,2890625	165
0,01425	0,406188965	179
0,014375	0,476654053	189
0,0145	0,554626465	198
0,014625	0,6015625	205
0,01475	0,640686035	210
0,014875	0,61706543	206
0,015	0,64074707	210
0,015125	0,648376465	210
0,01525	0,640594482	209
0,015375	0,617248535	207
0,0155	0,609344482	205
0,015625	0,632781982	208
0,01575	0,601654053	205
0,015875	0,546722412	197
0,016	0,523620605	195
0,016125	0,492004395	190
0,01625	0,453308105	186
0,016375	0,413879395	180
0,0165	0,367340088	175
0,016625	0,296783447	165
0,01675	0,289154053	165
0,016875	0,296783447	165
0,017	0,242248535	159
0,017125	0,195251465	152
0,01725	0,179748535	151
0,017375	0,15625	148
0,0175	0,078094482	137
0,017625	-0,015594482	126
0,01775	-0,117248535	112
0,017875	-0,187408447	104
0,018	-0,257904053	94
0,018125	-0,312438965	88
0,01825	-0,382843018	78
0,018375	-0,453125	70
0,0185	-0,523376465	61
0,018625	-0,57043457	54
0,01875	-0,57800293	54
0,018875	-0,593841553	51
0,019	-0,609283447	50
0,019125	-0,617248535	48
0,01925	-0,554718018	56
0,019375	-0,507751465	63
0,0195	-0,492218018	64
0,019625	-0,484375	66
0,01975	-0,445281982	71
0,019875	-0,398529053	76
0,02	-0,320220947	87
0,020125	-0,273468018	92
0,02025	-0,2421875	97
0,020375	-0,2421875	97
0,0205	-0,265625	94
0,020625	-0,218780518	99
0,02075	-0,187408447	104
0,020875	-0,125091553	111
0,021	-0,085876465	117
0,021125	-0,046905518	121
0,02125	-0,046875	122
0,021375	-0,046844482	122
0,0215	-0,015655518	125
0,021625	-0,015594482	126
0,02175	0,007781982	128
0,021875	0,039123535	133
0,022	0,078033447	137
0,022125	0,086029053	139
0,02225	0,101531982	140
0,022375	0,124969482	143
0,0225	0,156341553	148
0,022625	0,202972412	153
0,02275	0,218902588	156
0,022875	0,218688965	155
0,023	0,234375	158
0,023125	0,257843018	161
0,02325	0,26550293	161
0,023375	0,265808105	162
0,0235	0,288879395	164
0,023625	0,289245605	165
0,02375	0,257659912	160
0,023875	0,218841553	156
0,024	0,195251465	152
0,024125	0,203155518	154
0,02425	0,234375	158
0,024375	0,25	160
0,0245	0,203094482	153
0,024625	0,171936035	150
0,02475	0,156158447	147
0,024875	0,19543457	153
0,025	0,210784912	154
0,025125	0,226745605	157
0,02525	0,234161377	157
0,025375	0,265869141	162
0,0255	0,281005859	163
0,025625	0,304870605	167
0,02575	0,312438965	167
0,025875	0,249938965	159
0,026	0,179840088	151
0,026125	0,109191895	141
0,02625	0,148590088	147
0,026375	0,148376465	146
0,0265	0,1484375	147
0,026625	0,109375	142
0,02675	0,062561035	136
0,026875	0,03894043	132
0,027	0,000183105	128
0,027125	0,007598877	128
0,02725	-0,007629395	127
